索引,地区,日期,新增确诊,新增死亡
31874,哥伦比亚,2020/06/12,1646,57
31875,哥伦比亚,2020/06/13,1888,47
31876,哥伦比亚,2020/06/14,2193,75
31877,哥伦比亚,2020/06/15,2124,59
31878,哥伦比亚,2020/06/16,1868,75
31879,哥伦比亚,2020/06/17,2115,63
31880,哥伦比亚,2020/06/18,3171,86
31881,哥伦比亚,2020/06/19,3059,95
31882,哥伦比亚,2020/06/20,2357,81
31883,哥伦比亚,2020/06/21,3019,111
31884,哥伦比亚,2020/06/22,2531,73
31885,哥伦比亚,2020/06/23,2389,94
31886,哥伦比亚,2020/06/24,3541,87
31887,哥伦比亚,2020/06/25,3486,163
31888,哥伦比亚,2020/06/26,3843,157
31889,哥伦比亚,2020/06/27,4149,128
31890,哥伦比亚,2020/06/28,3178,239
31891,哥伦比亚,2020/06/29,3274,96
31892,哥伦比亚,2020/06/30,2803,60
31893,哥伦比亚,2020/07/01,4163,136
31894,哥伦比亚,2020/07/02,4101,171
31895,哥伦比亚,2020/07/03,3395,136
31896,哥伦比亚,2020/07/04,3884,165
31897,哥伦比亚,2020/07/05,3721,122
31898,哥伦比亚,2020/07/06,3171,146
31899,哥伦比亚,2020/07/07,4213,149
31900,哥伦比亚,2020/07/08,4144,168
31901,哥伦比亚,2020/07/09,5335,187
31902,哥伦比亚,2020/07/10,6803,211
31903,哥伦比亚,2020/07/11,4856,194
31904,哥伦比亚,2020/07/12,4813,188
31905,哥伦比亚,2020/07/13,3832,148
31906,哥伦比亚,2020/07/14,5621,170
31907,哥伦比亚,2020/07/15,5271,189
31908,哥伦比亚,2020/07/16,8037,215
31909,哥伦比亚,2020/07/17,8934,259
31910,哥伦比亚,2020/07/18,8560,228
31911,哥伦比亚,2020/07/19,6578,220
31912,哥伦比亚,2020/07/20,6727,193
31913,哥伦比亚,2020/07/21,7033,237
31914,哥伦比亚,2020/07/22,7390,207
31915,哥伦比亚,2020/07/23,7945,315
31916,哥伦比亚,2020/07/24,7168,287
31917,哥伦比亚,2020/07/25,7254,294
31918,哥伦比亚,2020/07/26,8181,256
31919,哥伦比亚,2020/07/27,8125,252
31920,哥伦比亚,2020/07/28,10284,297
31921,哥伦比亚,2020/07/29,8670,380
31922,哥伦比亚,2020/07/30,9965,356
31923,哥伦比亚,2020/07/31,9488,295
31924,哥伦比亚,2020/08/01,10673,225
31925,哥伦比亚,2020/08/02,11470,320
31926,哥伦比亚,2020/08/03,10199,367
31927,哥伦比亚,2020/08/04,7129,298
31928,哥伦比亚,2020/08/05,10735,309
31929,哥伦比亚,2020/08/06,11996,315
31930,哥伦比亚,2020/08/07,9494,311
31931,哥伦比亚,2020/08/08,9666,290
31932,哥伦比亚,2020/08/09,10611,302
31933,哥伦比亚,2020/08/10,10142,312
31934,哥伦比亚,2020/08/11,12830,321
31935,哥伦比亚,2020/08/12,12066,362
31936,哥伦比亚,2020/08/13,11286,308
31937,哥伦比亚,2020/08/14,11306,347
31938,哥伦比亚,2020/08/15,11578,318
31939,哥伦比亚,2020/08/16,11643,287
31940,哥伦比亚,2020/08/17,8328,275
31941,哥伦比亚,2020/08/18,12462,247
31942,哥伦比亚,2020/08/19,13056,360
31943,哥伦比亚,2020/08/20,11541,204
31944,哥伦比亚,2020/08/21,8419,385
31945,哥伦比亚,2020/08/22,10965,400
31946,哥伦比亚,2020/08/23,8036,348
31947,哥伦比亚,2020/08/24,10549,296
31948,哥伦比亚,2020/08/25,10425,277
31949,哥伦比亚,2020/08/26,10130,295
31950,哥伦比亚,2020/08/27,9752,283
31951,哥伦比亚,2020/08/28,8497,299
31952,哥伦比亚,2020/08/29,9392,297
31953,哥伦比亚,2020/08/30,8020,300
32494,科摩罗,2020/04/30,1,
32495,科摩罗,2020/05/01,0,
32496,科摩罗,2020/05/02,2,
32497,科摩罗,2020/05/03,0,
32498,科摩罗,2020/05/04,0,
32499,科摩罗,2020/05/05,0,
32500,科摩罗,2020/05/06,5,1
32501,科摩罗,2020/05/07,0,0
32502,科摩罗,2020/05/08,0,0
32503,科摩罗,2020/05/09,3,0
32504,科摩罗,2020/05/10,0,0
32505,科摩罗,2020/05/11,0,0
32506,科摩罗,2020/05/12,0,0
32507,科摩罗,2020/05/13,0,0
32508,科摩罗,2020/05/14,0,0
32509,科摩罗,2020/05/15,0,0
32510,科摩罗,2020/05/16,0,0
32511,科摩罗,2020/05/17,0,0
32512,科摩罗,2020/05/18,0,0
32513,科摩罗,2020/05/19,0,0
32514,科摩罗,2020/05/20,23,0
32515,科摩罗,2020/05/21,0,0
32516,科摩罗,2020/05/22,44,0
32517,科摩罗,2020/05/23,0,0
32518,科摩罗,2020/05/24,9,0
32519,科摩罗,2020/05/25,0,0
32520,科摩罗,2020/05/26,0,0
32521,科摩罗,2020/05/27,0,1
32522,科摩罗,2020/05/28,0,0
32523,科摩罗,2020/05/29,0,0
32524,科摩罗,2020/05/30,19,0
32525,科摩罗,2020/05/31,0,0
32526,科摩罗,2020/06/01,0,0
32527,科摩罗,2020/06/02,26,0
32528,科摩罗,2020/06/03,0,0
32529,科摩罗,2020/06/04,0,0
32530,科摩罗,2020/06/05,0,0
32531,科摩罗,2020/06/06,9,0
32532,科摩罗,2020/06/07,0,0
32533,科摩罗,2020/06/08,0,0
32534,科摩罗,2020/06/09,0,0
32535,科摩罗,2020/06/10,21,0
32536,科摩罗,2020/06/11,0,0
32537,科摩罗,2020/06/12,1,0
32538,科摩罗,2020/06/13,13,0
32539,科摩罗,2020/06/14,0,0
32540,科摩罗,2020/06/15,0,0
32541,科摩罗,2020/06/16,21,1
32542,科摩罗,2020/06/17,0,0
32543,科摩罗,2020/06/18,13,2
32544,科摩罗,2020/06/19,0,0
32545,科摩罗,2020/06/20,37,0
32546,科摩罗,2020/06/21,0,0
32547,科摩罗,2020/06/22,0,0
32548,科摩罗,2020/06/23,18,2
32549,科摩罗,2020/06/24,0,0
32550,科摩罗,2020/06/25,7,0
32551,科摩罗,2020/06/26,0,0
32552,科摩罗,2020/06/27,0,0
32553,科摩罗,2020/06/28,0,0
32554,科摩罗,2020/06/29,0,0
32555,科摩罗,2020/06/30,31,0
32556,科摩罗,2020/07/01,0,0
32557,科摩罗,2020/07/02,0,0
32558,科摩罗,2020/07/03,6,0
32559,科摩罗,2020/07/04,0,0
32560,科摩罗,2020/07/05,2,0
32561,科摩罗,2020/07/06,0,0
32562,科摩罗,2020/07/07,0,0
32563,科摩罗,2020/07/08,2,0
32564,科摩罗,2020/07/09,1,0
32565,科摩罗,2020/07/10,0,0
32566,科摩罗,2020/07/11,3,0
32567,科摩罗,2020/07/12,0,0
32568,科摩罗,2020/07/13,0,0
32569,科摩罗,2020/07/14,4,0
32570,科摩罗,2020/07/15,0,0
32571,科摩罗,2020/07/16,7,0
32572,科摩罗,2020/07/17,0,0
32573,科摩罗,2020/07/18,0,0
32574,科摩罗,2020/07/19,6,0
32575,科摩罗,2020/07/20,0,0
32576,科摩罗,2020/07/21,3,0
32577,科摩罗,2020/07/22,0,0
32578,科摩罗,2020/07/23,3,0
32579,科摩罗,2020/07/24,0,0
32580,科摩罗,2020/07/25,0,0
32581,科摩罗,2020/07/26,14,0
32582,科摩罗,2020/07/27,0,0
32583,科摩罗,2020/07/28,0,0
32584,科摩罗,2020/07/29,24,0
32585,科摩罗,2020/07/30,0,0
32586,科摩罗,2020/07/31,0,0
32587,科摩罗,2020/08/01,8,0
32588,科摩罗,2020/08/02,0,0
32589,科摩罗,2020/08/03,0,0
32590,科摩罗,2020/08/04,2,0
32591,科摩罗,2020/08/05,0,0
32592,科摩罗,2020/08/06,8,0
32593,科摩罗,2020/08/07,0,0
32594,科摩罗,2020/08/08,3,0
32595,科摩罗,2020/08/09,0,0
32596,科摩罗,2020/08/10,0,0
32597,科摩罗,2020/08/11,0,0
32598,科摩罗,2020/08/12,0,0
32599,科摩罗,2020/08/13,0,0
32600,科摩罗,2020/08/14,4,0
32601,科摩罗,2020/08/15,0,0
32602,科摩罗,2020/08/16,2,0
32603,科摩罗,2020/08/17,0,0
32604,科摩罗,2020/08/18,1,0
32605,科摩罗,2020/08/19,0,0
32606,科摩罗,2020/08/20,11,0
32607,科摩罗,2020/08/21,0,0
32608,科摩罗,2020/08/22,0,0
32609,科摩罗,2020/08/23,0,0
32610,科摩罗,2020/08/24,0,0
32611,科摩罗,2020/08/25,0,0
32612,科摩罗,2020/08/26,0,0
32613,科摩罗,2020/08/27,5,0
32614,科摩罗,2020/08/28,0,0
32615,科摩罗,2020/08/29,1,0
32616,科摩罗,2020/08/30,0,0
33157,刚果,2020/03/15,1,
33158,刚果,2020/03/16,0,
33159,刚果,2020/03/17,0,
33160,刚果,2020/03/18,0,
33161,刚果,2020/03/19,2,
33162,刚果,2020/03/20,0,
33163,刚果,2020/03/21,0,
33164,刚果,2020/03/22,0,
33165,刚果,2020/03/23,1,
33166,刚果,2020/03/24,0,
33167,刚果,2020/03/25,0,
33168,刚果,2020/03/26,0,
33169,刚果,2020/03/27,0,
33170,刚果,2020/03/28,0,
33171,刚果,2020/03/29,15,
33172,刚果,2020/03/30,0,
33173,刚果,2020/03/31,0,
33174,刚果,2020/04/01,0,
33175,刚果,2020/04/02,3,2
33176,刚果,2020/04/03,0,0
33177,刚果,2020/04/04,0,0
33178,刚果,2020/04/05,23,3
33179,刚果,2020/04/06,0,0
33180,刚果,2020/04/07,0,0
33181,刚果,2020/04/08,0,0
33182,刚果,2020/04/09,15,0
33183,刚果,2020/04/10,0,0
33184,刚果,2020/04/11,0,0
33185,刚果,2020/04/12,0,0
33186,刚果,2020/04/13,0,0
33187,刚果,2020/04/14,0,0
33188,刚果,2020/04/15,57,0
33189,刚果,2020/04/16,0,0
33190,刚果,2020/04/17,26,1
33191,刚果,2020/04/18,0,0
33192,刚果,2020/04/19,0,0
33193,刚果,2020/04/20,17,0
33194,刚果,2020/04/21,5,0
33195,刚果,2020/04/22,21,0
33196,刚果,2020/04/23,0,0
33197,刚果,2020/04/24,14,0
33198,刚果,2020/04/25,0,0
33199,刚果,2020/04/26,0,0
33200,刚果,2020/04/27,0,0
33201,刚果,2020/04/28,7,2
33202,刚果,2020/04/29,0,0
33203,刚果,2020/04/30,13,1
33204,刚果,2020/05/01,9,0
33205,刚果,2020/05/02,0,0
33206,刚果,2020/05/03,0,0
33207,刚果,2020/05/04,7,1
33208,刚果,2020/05/05,0,0
33209,刚果,2020/05/06,28,0
33210,刚果,2020/05/07,0,0
33211,刚果,2020/05/08,10,0
33212,刚果,2020/05/09,0,0
33213,刚果,2020/05/10,0,0
33214,刚果,2020/05/11,59,1
33215,刚果,2020/05/12,0,0
33216,刚果,2020/05/13,0,0
33217,刚果,2020/05/14,58,4
33218,刚果,2020/05/15,0,0
33219,刚果,2020/05/16,0,0
33220,刚果,2020/05/17,0,0
33221,刚果,2020/05/18,21,0
33222,刚果,2020/05/19,8,0
33223,刚果,2020/05/20,0,0
33224,刚果,2020/05/21,49,1
33225,刚果,2020/05/22,0,0
33226,刚果,2020/05/23,18,0
33227,刚果,2020/05/24,0,0
33228,刚果,2020/05/25,0,0
33229,刚果,2020/05/26,0,0
33230,刚果,2020/05/27,84,3
33231,刚果,2020/05/28,0,0
33232,刚果,2020/05/29,0,0
33233,刚果,2020/05/30,0,0
33234,刚果,2020/05/31,40,1
33235,刚果,2020/06/01,0,0
33236,刚果,2020/06/02,0,0
33237,刚果,2020/06/03,0,0
33238,刚果,2020/06/04,0,0
33239,刚果,2020/06/05,24,0
33240,刚果,2020/06/06,48,2
33241,刚果,2020/06/07,0,0
33242,刚果,2020/06/08,0,0
33243,刚果,2020/06/09,45,2
33244,刚果,2020/06/10,0,0
33245,刚果,2020/06/11,0,0
33246,刚果,2020/06/12,0,0
33247,刚果,2020/06/13,0,0
33248,刚果,2020/06/14,0,0
33249,刚果,2020/06/15,155,3
33250,刚果,2020/06/16,0,0
33251,刚果,2020/06/17,0,0
33252,刚果,2020/06/18,0,0
33253,刚果,2020/06/19,0,0
33254,刚果,2020/06/20,0,0
33255,刚果,2020/06/21,0,0
33256,刚果,2020/06/22,204,10
33257,刚果,2020/06/23,0,0
33258,刚果,2020/06/24,0,0
33259,刚果,2020/06/25,0,0
33260,刚果,2020/06/26,0,0
33261,刚果,2020/06/27,0,0
33262,刚果,2020/06/28,0,0
33263,刚果,2020/06/29,0,0
33264,刚果,2020/06/30,0,0
33265,刚果,2020/07/01,295,4
33266,刚果,2020/07/02,0,0
33267,刚果,2020/07/03,175,3
33268,刚果,2020/07/04,0,0
33269,刚果,2020/07/05,0,0
33270,刚果,2020/07/06,0,0
33271,刚果,2020/07/07,0,0
33272,刚果,2020/07/08,264,3
33273,刚果,2020/07/09,0,0
33274,刚果,2020/07/10,207,0
33275,刚果,2020/07/11,0,0
33276,刚果,2020/07/12,0,0
33277,刚果,2020/07/13,0,0
33278,刚果,2020/07/14,0,0
33279,刚果,2020/07/15,194,0
33280,刚果,2020/07/16,136,1
33281,刚果,2020/07/17,275,1
33282,刚果,2020/07/18,0,0
33283,刚果,2020/07/19,0,0
33284,刚果,2020/07/20,218,1
33285,刚果,2020/07/21,0,0
33286,刚果,2020/07/22,0,0
33287,刚果,2020/07/23,0,0
33288,刚果,2020/07/24,187,1
33289,刚果,2020/07/25,0,0
33290,刚果,2020/07/26,0,0
33291,刚果,2020/07/27,162,3
33292,刚果,2020/07/28,0,0
33293,刚果,2020/07/29,0,0
33294,刚果,2020/07/30,0,0
33295,刚果,2020/07/31,0,0
33296,刚果,2020/08/01,0,0
33297,刚果,2020/08/02,0,0
33298,刚果,2020/08/03,346,4
33299,刚果,2020/08/04,0,0
33300,刚果,2020/08/05,0,0
33301,刚果,2020/08/06,0,0
33302,刚果,2020/08/07,91,0
33303,刚果,2020/08/08,27,0
33304,刚果,2020/08/09,0,0
33305,刚果,2020/08/10,0,0
33306,刚果,2020/08/11,81,2
33307,刚果,2020/08/12,0,0
33308,刚果,2020/08/13,0,0
33309,刚果,2020/08/14,0,0
33310,刚果,2020/08/15,0,0
33311,刚果,2020/08/16,86,16
33312,刚果,2020/08/17,0,0
33313,刚果,2020/08/18,0,0
33314,刚果,2020/08/19,19,1
33315,刚果,2020/08/20,0,0
33316,刚果,2020/08/21,0,0
33317,刚果,2020/08/22,0,0
33318,刚果,2020/08/23,0,0
33319,刚果,2020/08/24,129,1
33320,刚果,2020/08/25,0,0
33321,刚果,2020/08/26,0,0
33322,刚果,2020/08/27,0,0
33323,刚果,2020/08/28,0,0
33324,刚果,2020/08/29,0,0
33325,刚果,2020/08/30,0,0
34143,哥斯达黎加,2020/03/06,1,
34144,哥斯达黎加,2020/03/07,0,
34145,哥斯达黎加,2020/03/08,4,
34146,哥斯达黎加,2020/03/09,4,
34147,哥斯达黎加,2020/03/10,0,
34148,哥斯达黎加,2020/03/11,4,
34149,哥斯达黎加,2020/03/12,9,
34150,哥斯达黎加,2020/03/13,1,
34151,哥斯达黎加,2020/03/14,3,
34152,哥斯达黎加,2020/03/15,1,
34153,哥斯达黎加,2020/03/16,8,
34154,哥斯达黎加,2020/03/17,6,
34155,哥斯达黎加,2020/03/18,9,
34156,哥斯达黎加,2020/03/19,19,1
34157,哥斯达黎加,2020/03/20,20,0
34158,哥斯达黎加,2020/03/21,28,1
34159,哥斯达黎加,2020/03/22,17,0
34160,哥斯达黎加,2020/03/23,24,0
34161,哥斯达黎加,2020/03/24,19,0
34162,哥斯达黎加,2020/03/25,24,0
34163,哥斯达黎加,2020/03/26,30,0
34164,哥斯达黎加,2020/03/27,32,0
34165,哥斯达黎加,2020/03/28,32,0
34166,哥斯达黎加,2020/03/29,19,0
34167,哥斯达黎加,2020/03/30,16,0
34168,哥斯达黎加,2020/03/31,17,0
34169,哥斯达黎加,2020/04/01,28,0
34170,哥斯达黎加,2020/04/02,21,0
34171,哥斯达黎加,2020/04/03,20,0
34172,哥斯达黎加,2020/04/04,19,0
34173,哥斯达黎加,2020/04/05,19,0
34174,哥斯达黎加,2020/04/06,13,0
34175,哥斯达黎加,2020/04/07,16,0
34176,哥斯达黎加,2020/04/08,19,1
34177,哥斯达黎加,2020/04/09,37,0
34178,哥斯达黎加,2020/04/10,19,0
34179,哥斯达黎加,2020/04/11,19,0
34180,哥斯达黎加,2020/04/12,18,0
34181,哥斯达黎加,2020/04/13,17,0
34182,哥斯达黎加,2020/04/14,6,0
34183,哥斯达黎加,2020/04/15,8,1
34184,哥斯达黎加,2020/04/16,16,0
34185,哥斯达黎加,2020/04/17,7,0
34186,哥斯达黎加,2020/04/18,6,0
34187,哥斯达黎加,2020/04/19,5,1
34188,哥斯达黎加,2020/04/20,2,1
34189,哥斯达黎加,2020/04/21,7,0
34190,哥斯达黎加,2020/04/22,12,0
34191,哥斯达黎加,2020/04/23,5,0
34192,哥斯达黎加,2020/04/24,1,0
34193,哥斯达黎加,2020/04/25,6,0
34194,哥斯达黎加,2020/04/26,2,0
34195,哥斯达黎加,2020/04/27,2,0
34196,哥斯达黎加,2020/04/28,8,0
34197,哥斯达黎加,2020/04/29,8,0
34198,哥斯达黎加,2020/04/30,6,0
34199,哥斯达黎加,2020/05/01,6,0
34200,哥斯达黎加,2020/05/02,8,0
34201,哥斯达黎加,2020/05/03,6,0
34202,哥斯达黎加,2020/05/04,3,0
34203,哥斯达黎加,2020/05/05,13,0
34204,哥斯达黎加,2020/05/06,6,0
34205,哥斯达黎加,2020/05/07,4,0
34206,哥斯达黎加,2020/05/08,8,0
34207,哥斯达黎加,2020/05/09,7,0
34208,哥斯达黎加,2020/05/10,12,1
34209,哥斯达黎加,2020/05/11,9,0
34210,哥斯达黎加,2020/05/12,3,0
34211,哥斯达黎加,2020/05/13,11,1
34212,哥斯达黎加,2020/05/14,15,0
34213,哥斯达黎加,2020/05/15,13,1
34214,哥斯达黎加,2020/05/16,10,1
34215,哥斯达黎加,2020/05/17,10,0
34216,哥斯达黎加,2020/05/18,3,0
34217,哥斯达黎加,2020/05/19,16,0
34218,哥斯达黎加,2020/05/20,15,0
34219,哥斯达黎加,2020/05/21,6,0
34220,哥斯达黎加,2020/05/22,8,0
34221,哥斯达黎加,2020/05/23,7,0
34222,哥斯达黎加,2020/05/24,12,0
34223,哥斯达黎加,2020/05/25,21,0
34224,哥斯达黎加,2020/05/26,5,0
34225,哥斯达黎加,2020/05/27,28,0
34226,哥斯达黎加,2020/05/28,16,0
34227,哥斯达黎加,2020/05/29,22,0
34228,哥斯达黎加,2020/05/30,25,0
34229,哥斯达黎加,2020/05/31,9,0
34230,哥斯达黎加,2020/06/01,28,0
34231,哥斯达黎加,2020/06/02,21,0
34232,哥斯达黎加,2020/06/03,52,0
34233,哥斯达黎加,2020/06/04,37,0
34234,哥斯达黎加,2020/06/05,34,0
34235,哥斯达黎加,2020/06/06,35,0
34236,哥斯达黎加,2020/06/07,55,0
34237,哥斯达黎加,2020/06/08,24,1
34238,哥斯达黎加,2020/06/09,33,0
34239,哥斯达黎加,2020/06/10,86,1
34240,哥斯达黎加,2020/06/11,77,0
34241,哥斯达黎加,2020/06/12,74,0
34242,哥斯达黎加,2020/06/13,50,0
34243,哥斯达黎加,2020/06/14,53,0
34244,哥斯达黎加,2020/06/15,29,0
34245,哥斯达黎加,2020/06/16,52,0
34246,哥斯达黎加,2020/06/17,75,0
34247,哥斯达黎加,2020/06/18,68,0
34248,哥斯达黎加,2020/06/19,119,0
34249,哥斯达黎加,2020/06/20,69,0
34250,哥斯达黎加,2020/06/21,86,0
34251,哥斯达黎加,2020/06/22,64,0
34252,哥斯达黎加,2020/06/23,91,0
34253,哥斯达黎加,2020/06/24,147,0
34254,哥斯达黎加,2020/06/25,169,0
34255,哥斯达黎加,2020/06/26,152,0
34256,哥斯达黎加,2020/06/27,143,2
34257,哥斯达黎加,2020/06/28,151,1
34258,哥斯达黎加,2020/06/29,139,0
34259,哥斯达黎加,2020/06/30,190,1
34260,哥斯达黎加,2020/07/01,294,1
34261,哥斯达黎加,2020/07/02,270,1
34262,哥斯达黎加,2020/07/03,288,0
34263,哥斯达黎加,2020/07/04,310,0
34264,哥斯达黎加,2020/07/05,375,1
34265,哥斯达黎加,2020/07/06,245,4
34266,哥斯达黎加,2020/07/07,245,0
34267,哥斯达黎加,2020/07/08,350,2
34268,哥斯达黎加,2020/07/09,649,0
34269,哥斯达黎加,2020/07/10,360,1
34270,哥斯达黎加,2020/07/11,386,2
34271,哥斯达黎加,2020/07/12,365,2
34272,哥斯达黎加,2020/07/13,440,4
34273,哥斯达黎加,2020/07/14,446,3
34274,哥斯达黎加,2020/07/15,504,3
34275,哥斯达黎加,2020/07/16,560,2
34276,哥斯达黎加,2020/07/17,423,5
34277,哥斯达黎加,2020/07/18,582,7
34278,哥斯达黎加,2020/07/19,563,8
34279,哥斯达黎加,2020/07/20,420,4
34280,哥斯达黎加,2020/07/21,277,2
34281,哥斯达黎加,2020/07/22,550,3
34282,哥斯达黎加,2020/07/23,768,9
34283,哥斯达黎加,2020/07/24,540,7
34284,哥斯达黎加,2020/07/25,931,11
34285,哥斯达黎加,2020/07/26,629,6
34286,哥斯达黎加,2020/07/27,612,11
34287,哥斯达黎加,2020/07/28,503,10
34288,哥斯达黎加,2020/07/29,456,8
34289,哥斯达黎加,2020/07/30,490,7
34290,哥斯达黎加,2020/07/31,530,10
34291,哥斯达黎加,2020/08/01,367,4
34292,哥斯达黎加,2020/08/02,788,8
34293,哥斯达黎加,2020/08/03,427,9
34294,哥斯达黎加,2020/08/04,435,10
34295,哥斯达黎加,2020/08/05,580,10
34296,哥斯达黎加,2020/08/06,653,9
34297,哥斯达黎加,2020/08/07,1011,18
34298,哥斯达黎加,2020/08/08,721,10
34299,哥斯达黎加,2020/08/09,484,7
34300,哥斯达黎加,2020/08/10,586,9
34301,哥斯达黎加,2020/08/11,636,11
34302,哥斯达黎加,2020/08/12,549,8
34303,哥斯达黎加,2020/08/13,1072,9
34304,哥斯达黎加,2020/08/14,802,9
34305,哥斯达黎加,2020/08/15,806,10
34306,哥斯达黎加,2020/08/16,728,3
34307,哥斯达黎加,2020/08/17,619,10
34308,哥斯达黎加,2020/08/18,559,10
34309,哥斯达黎加,2020/08/19,766,7
34310,哥斯达黎加,2020/08/20,666,12
34311,哥斯达黎加,2020/08/21,1059,7
34312,哥斯达黎加,2020/08/22,950,8
34313,哥斯达黎加,2020/08/23,736,7
34314,哥斯达黎加,2020/08/24,643,7
34315,哥斯达黎加,2020/08/25,842,14
34316,哥斯达黎加,2020/08/26,1002,10
34317,哥斯达黎加,2020/08/27,985,11
34318,哥斯达黎加,2020/08/28,1193,10
34319,哥斯达黎加,2020/08/29,1214,11
34320,哥斯达黎加,2020/08/30,0,0
34861,科特迪瓦,2020/03/11,1,
34862,科特迪瓦,2020/03/12,0,
34863,科特迪瓦,2020/03/13,0,
34864,科特迪瓦,2020/03/14,0,
34865,科特迪瓦,2020/03/15,0,
34866,科特迪瓦,2020/03/16,0,
34867,科特迪瓦,2020/03/17,4,
34868,科特迪瓦,2020/03/18,1,
34869,科特迪瓦,2020/03/19,3,
34870,科特迪瓦,2020/03/20,0,
34871,科特迪瓦,2020/03/21,5,
34872,科特迪瓦,2020/03/22,0,
34873,科特迪瓦,2020/03/23,11,
34874,科特迪瓦,2020/03/24,48,
34875,科特迪瓦,2020/03/25,7,
34876,科特迪瓦,2020/03/26,16,
34877,科特迪瓦,2020/03/27,5,
34878,科特迪瓦,2020/03/28,0,
34879,科特迪瓦,2020/03/29,64,1
34880,科特迪瓦,2020/03/30,3,0
34881,科特迪瓦,2020/03/31,11,0
34882,科特迪瓦,2020/04/01,11,0
34883,科特迪瓦,2020/04/02,4,0
34884,科特迪瓦,2020/04/03,24,0
34885,科特迪瓦,2020/04/04,27,0
34886,科特迪瓦,2020/04/05,16,2
34887,科特迪瓦,2020/04/06,62,0
34888,科特迪瓦,2020/04/07,26,0
34889,科特迪瓦,2020/04/08,35,0
34890,科特迪瓦,2020/04/09,60,0
34891,科特迪瓦,2020/04/10,0,0
34892,科特迪瓦,2020/04/11,89,1
34893,科特迪瓦,2020/04/12,41,1
34894,科特迪瓦,2020/04/13,52,1
34895,科特迪瓦,2020/04/14,12,0
34896,科特迪瓦,2020/04/15,0,0
34897,科特迪瓦,2020/04/16,16,0
