索引,地区,日期,新增确诊,新增死亡
92373,马尔代夫,2020/04/20,17,
92374,马尔代夫,2020/04/21,14,
92375,马尔代夫,2020/04/22,3,
92376,马尔代夫,2020/04/23,22,
92377,马尔代夫,2020/04/24,21,
92378,马尔代夫,2020/04/25,48,
92379,马尔代夫,2020/04/26,37,
92380,马尔代夫,2020/04/27,12,
92381,马尔代夫,2020/04/28,24,
92382,马尔代夫,2020/04/29,28,1
92383,马尔代夫,2020/04/30,190,0
92384,马尔代夫,2020/05/01,23,0
92385,马尔代夫,2020/05/02,28,0
92386,马尔代夫,2020/05/03,8,0
92387,马尔代夫,2020/05/04,14,0
92388,马尔代夫,2020/05/05,32,1
92389,马尔代夫,2020/05/06,44,0
92390,马尔代夫,2020/05/07,31,1
92391,马尔代夫,2020/05/08,96,0
92392,马尔代夫,2020/05/09,46,0
92393,马尔代夫,2020/05/10,45,0
92394,马尔代夫,2020/05/11,62,0
92395,马尔代夫,2020/05/12,7,0
92396,马尔代夫,2020/05/13,51,1
92397,马尔代夫,2020/05/14,27,0
92398,马尔代夫,2020/05/15,49,0
92399,马尔代夫,2020/05/16,47,0
92400,马尔代夫,2020/05/17,16,0
92401,马尔代夫,2020/05/18,12,0
92402,马尔代夫,2020/05/19,37,0
92403,马尔代夫,2020/05/20,43,0
92404,马尔代夫,2020/05/21,30,0
92405,马尔代夫,2020/05/22,58,0
92406,马尔代夫,2020/05/23,39,0
92407,马尔代夫,2020/05/24,58,0
92408,马尔代夫,2020/05/25,24,0
92409,马尔代夫,2020/05/26,43,1
92410,马尔代夫,2020/05/27,19,0
92411,马尔代夫,2020/05/28,56,0
92412,马尔代夫,2020/05/29,78,0
92413,马尔代夫,2020/05/30,81,0
92414,马尔代夫,2020/05/31,101,0
92415,马尔代夫,2020/06/01,56,1
92416,马尔代夫,2020/06/02,12,1
92417,马尔代夫,2020/06/03,9,0
92418,马尔代夫,2020/06/04,22,0
92419,马尔代夫,2020/06/05,11,0
92420,马尔代夫,2020/06/06,18,1
92421,马尔代夫,2020/06/07,2,0
92422,马尔代夫,2020/06/08,13,0
92423,马尔代夫,2020/06/09,26,0
92424,马尔代夫,2020/06/10,20,0
92425,马尔代夫,2020/06/11,14,0
92426,马尔代夫,2020/06/12,27,0
92427,马尔代夫,2020/06/13,10,0
92428,马尔代夫,2020/06/14,22,0
92429,马尔代夫,2020/06/15,30,0
92430,马尔代夫,2020/06/16,29,0
92431,马尔代夫,2020/06/17,26,0
92432,马尔代夫,2020/06/18,17,0
92433,马尔代夫,2020/06/19,13,0
92434,马尔代夫,2020/06/20,37,0
92435,马尔代夫,2020/06/21,16,0
92436,马尔代夫,2020/06/22,14,0
92437,马尔代夫,2020/06/23,21,0
92438,马尔代夫,2020/06/24,23,0
92439,马尔代夫,2020/06/25,16,0
92440,马尔代夫,2020/06/26,6,0
92441,马尔代夫,2020/06/27,22,0
92442,马尔代夫,2020/06/28,19,0
92443,马尔代夫,2020/06/29,13,0
92444,马尔代夫,2020/06/30,24,1
92445,马尔代夫,2020/07/01,21,0
92446,马尔代夫,2020/07/02,18,1
92447,马尔代夫,2020/07/03,10,0
92448,马尔代夫,2020/07/04,25,0
92449,马尔代夫,2020/07/05,33,1
92450,马尔代夫,2020/07/06,23,1
92451,马尔代夫,2020/07/07,10,0
92452,马尔代夫,2020/07/08,16,1
92453,马尔代夫,2020/07/09,36,0
92454,马尔代夫,2020/07/10,64,0
92455,马尔代夫,2020/07/11,47,0
92456,马尔代夫,2020/07/12,67,0
92457,马尔代夫,2020/07/13,31,0
92458,马尔代夫,2020/07/14,39,1
92459,马尔代夫,2020/07/15,30,0
92460,马尔代夫,2020/07/16,68,1
92461,马尔代夫,2020/07/17,14,0
92462,马尔代夫,2020/07/18,17,0
92463,马尔代夫,2020/07/19,36,0
92464,马尔代夫,2020/07/20,33,0
92465,马尔代夫,2020/07/21,45,0
92466,马尔代夫,2020/07/22,59,0
92467,马尔代夫,2020/07/23,17,0
92468,马尔代夫,2020/07/24,55,0
92469,马尔代夫,2020/07/25,77,0
92470,马尔代夫,2020/07/26,50,0
92471,马尔代夫,2020/07/27,67,0
92472,马尔代夫,2020/07/28,137,0
92473,马尔代夫,2020/07/29,61,0
92474,马尔代夫,2020/07/30,152,1
92475,马尔代夫,2020/07/31,74,0
92476,马尔代夫,2020/08/01,156,1
92477,马尔代夫,2020/08/02,215,1
92478,马尔代夫,2020/08/03,129,0
92479,马尔代夫,2020/08/04,153,1
92480,马尔代夫,2020/08/05,148,0
92481,马尔代夫,2020/08/06,86,0
92482,马尔代夫,2020/08/07,89,0
92483,马尔代夫,2020/08/08,129,0
92484,马尔代夫,2020/08/09,143,0
92485,马尔代夫,2020/08/10,116,0
92486,马尔代夫,2020/08/11,66,1
92487,马尔代夫,2020/08/12,143,1
92488,马尔代夫,2020/08/13,128,0
92489,马尔代夫,2020/08/14,78,1
92490,马尔代夫,2020/08/15,107,0
92491,马尔代夫,2020/08/16,106,0
92492,马尔代夫,2020/08/17,124,1
92493,马尔代夫,2020/08/18,170,1
92494,马尔代夫,2020/08/19,146,0
92495,马尔代夫,2020/08/20,145,0
92496,马尔代夫,2020/08/21,194,2
92497,马尔代夫,2020/08/22,96,0
92498,马尔代夫,2020/08/23,119,0
92499,马尔代夫,2020/08/24,133,1
92500,马尔代夫,2020/08/25,135,1
92501,马尔代夫,2020/08/26,178,0
92502,马尔代夫,2020/08/27,104,0
92503,马尔代夫,2020/08/28,140,0
92504,马尔代夫,2020/08/29,109,0
92505,马尔代夫,2020/08/30,89,0
93046,马里,2020/03/25,2,
93047,马里,2020/03/26,2,
93048,马里,2020/03/27,7,
93049,马里,2020/03/28,7,
93050,马里,2020/03/29,0,1
93051,马里,2020/03/30,7,1
93052,马里,2020/03/31,3,0
93053,马里,2020/04/01,3,1
93054,马里,2020/04/02,5,0
93055,马里,2020/04/03,3,0
93056,马里,2020/04/04,2,0
93057,马里,2020/04/05,4,2
93058,马里,2020/04/06,2,0
93059,马里,2020/04/07,9,0
93060,马里,2020/04/08,3,2
93061,马里,2020/04/09,15,0
93062,马里,2020/04/10,13,0
93063,马里,2020/04/11,0,0
93064,马里,2020/04/12,18,2
93065,马里,2020/04/13,18,1
93066,马里,2020/04/14,21,3
93067,马里,2020/04/15,4,0
93068,马里,2020/04/16,23,0
93069,马里,2020/04/17,0,0
93070,马里,2020/04/18,45,0
93071,马里,2020/04/19,8,1
93072,马里,2020/04/20,22,0
93073,马里,2020/04/21,12,0
93074,马里,2020/04/22,35,3
93075,马里,2020/04/23,16,4
93076,马里,2020/04/24,16,0
93077,马里,2020/04/25,45,0
93078,马里,2020/04/26,19,2
93079,马里,2020/04/27,19,0
93080,马里,2020/04/28,16,1
93081,马里,2020/04/29,58,1
93082,马里,2020/04/30,8,1
93083,马里,2020/05/01,18,0
93084,马里,2020/05/02,36,0
93085,马里,2020/05/03,19,1
93086,马里,2020/05/04,17,2
93087,马里,2020/05/05,32,3
93088,马里,2020/05/06,19,0
93089,马里,2020/05/07,19,0
93090,马里,2020/05/08,18,3
93091,马里,2020/05/09,24,2
93092,马里,2020/05/10,12,1
93093,马里,2020/05/11,8,1
93094,马里,2020/05/12,18,1
93095,马里,2020/05/13,28,4
93096,马里,2020/05/14,21,2
93097,马里,2020/05/15,27,0
93098,马里,2020/05/16,29,2
93099,马里,2020/05/17,25,4
93100,马里,2020/05/18,14,0
93101,马里,2020/05/19,27,1
93102,马里,2020/05/20,30,2
93103,马里,2020/05/21,16,5
93104,马里,2020/05/22,22,2
93105,马里,2020/05/23,46,1
93106,马里,2020/05/24,15,2
93107,马里,2020/05/25,29,2
93108,马里,2020/05/26,18,3
93109,马里,2020/05/27,39,0
93110,马里,2020/05/28,78,2
93111,马里,2020/05/29,32,1
93112,马里,2020/05/30,24,3
93113,马里,2020/05/31,15,1
93114,马里,2020/06/01,50,1
93115,马里,2020/06/02,36,0
93116,马里,2020/06/03,35,1
93117,马里,2020/06/04,75,6
93118,马里,2020/06/05,24,2
93119,马里,2020/06/06,38,3
93120,马里,2020/06/07,10,0
93121,马里,2020/06/08,14,2
93122,马里,2020/06/09,39,2
93123,马里,2020/06/10,81,2
93124,马里,2020/06/11,55,1
93125,马里,2020/06/12,30,4
93126,马里,2020/06/13,24,3
93127,马里,2020/06/14,33,0
93128,马里,2020/06/15,51,0
93129,马里,2020/06/16,25,0
93130,马里,2020/06/17,5,3
93131,马里,2020/06/18,16,0
93132,马里,2020/06/19,17,1
93133,马里,2020/06/20,10,1
93134,马里,2020/06/21,0,0
93135,马里,2020/06/22,28,2
93136,马里,2020/06/23,17,0
93137,马里,2020/06/24,27,1
93138,马里,2020/06/25,34,1
93139,马里,2020/06/26,21,0
93140,马里,2020/06/27,58,0
93141,马里,2020/06/28,29,1
93142,马里,2020/06/29,26,1
93143,马里,2020/06/30,8,1
93144,马里,2020/07/01,21,0
93145,马里,2020/07/02,58,1
93146,马里,2020/07/03,25,0
93147,马里,2020/07/04,18,1
93148,马里,2020/07/05,27,1
93149,马里,2020/07/06,1,0
93150,马里,2020/07/07,17,0
93151,马里,2020/07/08,10,1
93152,马里,2020/07/09,12,0
93153,马里,2020/07/10,34,1
93154,马里,2020/07/11,2,0
93155,马里,2020/07/12,5,0
93156,马里,2020/07/13,1,0
93157,马里,2020/07/14,11,0
93158,马里,2020/07/15,10,0
93159,马里,2020/07/16,7,0
93160,马里,2020/07/17,27,0
93161,马里,2020/07/18,5,0
93162,马里,2020/07/19,3,0
93163,马里,2020/07/20,0,0
93164,马里,2020/07/21,2,1
93165,马里,2020/07/22,17,1
93166,马里,2020/07/23,0,0
93167,马里,2020/07/24,9,0
93168,马里,2020/07/25,0,0
93169,马里,2020/07/26,7,0
93170,马里,2020/07/27,3,1
93171,马里,2020/07/28,7,0
93172,马里,2020/07/29,1,0
93173,马里,2020/07/30,1,0
93174,马里,2020/07/31,13,0
93175,马里,2020/08/01,0,0
93176,马里,2020/08/02,6,0
93177,马里,2020/08/03,2,0
93178,马里,2020/08/04,0,0
93179,马里,2020/08/05,3,0
93180,马里,2020/08/06,6,0
93181,马里,2020/08/07,9,1
93182,马里,2020/08/08,4,0
93183,马里,2020/08/09,2,0
93184,马里,2020/08/10,6,0
93185,马里,2020/08/11,4,0
93186,马里,2020/08/12,5,0
93187,马里,2020/08/13,15,0
93188,马里,2020/08/14,0,0
93189,马里,2020/08/15,17,0
93190,马里,2020/08/16,26,0
93191,马里,2020/08/17,0,0
93192,马里,2020/08/18,26,0
93193,马里,2020/08/19,1,0
93194,马里,2020/08/20,0,0
93195,马里,2020/08/21,21,0
93196,马里,2020/08/22,11,0
93197,马里,2020/08/23,6,0
93198,马里,2020/08/24,3,0
93199,马里,2020/08/25,5,0
93200,马里,2020/08/26,4,1
93201,马里,2020/08/27,13,0
93202,马里,2020/08/28,6,0
93203,马里,2020/08/29,21,0
93204,马里,2020/08/30,16,0
93745,马耳他,2020/03/05,,
93746,马耳他,2020/03/06,,
93747,马耳他,2020/03/07,3,
93748,马耳他,2020/03/08,0,
93749,马耳他,2020/03/09,0,
93750,马耳他,2020/03/10,2,
93751,马耳他,2020/03/11,1,
93752,马耳他,2020/03/12,0,
93753,马耳他,2020/03/13,6,
93754,马耳他,2020/03/14,6,
93755,马耳他,2020/03/15,3,
93756,马耳他,2020/03/16,9,
93757,马耳他,2020/03/17,8,
93758,马耳他,2020/03/18,0,
93759,马耳他,2020/03/19,15,
93760,马耳他,2020/03/20,11,
93761,马耳他,2020/03/21,9,
93762,马耳他,2020/03/22,17,
93763,马耳他,2020/03/23,17,
93764,马耳他,2020/03/24,3,
93765,马耳他,2020/03/25,19,
93766,马耳他,2020/03/26,5,
93767,马耳他,2020/03/27,5,
93768,马耳他,2020/03/28,10,
93769,马耳他,2020/03/29,2,
93770,马耳他,2020/03/30,5,
93771,马耳他,2020/03/31,13,
93772,马耳他,2020/04/01,19,
93773,马耳他,2020/04/02,8,
93774,马耳他,2020/04/03,6,
93775,马耳他,2020/04/04,11,
93776,马耳他,2020/04/05,14,
93777,马耳他,2020/04/06,14,
93778,马耳他,2020/04/07,52,
93779,马耳他,2020/04/08,6,1
93780,马耳他,2020/04/09,38,1
93781,马耳他,2020/04/10,13,0
93782,马耳他,2020/04/11,20,1
93783,马耳他,2020/04/12,8,0
93784,马耳他,2020/04/13,6,0
93785,马耳他,2020/04/14,9,0
93786,马耳他,2020/04/15,6,0
93787,马耳他,2020/04/16,13,0
93788,马耳他,2020/04/17,10,0
93789,马耳他,2020/04/18,4,0
93790,马耳他,2020/04/19,1,0
93791,马耳他,2020/04/20,4,0
93792,马耳他,2020/04/21,12,0
93793,马耳他,2020/04/22,1,0
93794,马耳他,2020/04/23,1,0
93795,马耳他,2020/04/24,2,0
93796,马耳他,2020/04/25,1,1
93797,马耳他,2020/04/26,0,0
93798,马耳他,2020/04/27,2,0
93799,马耳他,2020/04/28,8,0
93800,马耳他,2020/04/29,5,0
93801,马耳他,2020/04/30,2,0
93802,马耳他,2020/05/01,2,0
93803,马耳他,2020/05/02,1,0
93804,马耳他,2020/05/03,9,0
93805,马耳他,2020/05/04,3,0
93806,马耳他,2020/05/05,2,1
93807,马耳他,2020/05/06,2,0
93808,马耳他,2020/05/07,2,0
93809,马耳他,2020/05/08,3,0
93810,马耳他,2020/05/09,1,0
93811,马耳他,2020/05/10,6,0
93812,马耳他,2020/05/11,7,0
93813,马耳他,2020/05/12,3,0
93814,马耳他,2020/05/13,2,1
93815,马耳他,2020/05/14,14,0
93816,马耳他,2020/05/15,10,0
93817,马耳他,2020/05/16,14,0
93818,马耳他,2020/05/17,7,0
93819,马耳他,2020/05/18,5,0
93820,马耳他,2020/05/19,11,0
93821,马耳他,2020/05/20,15,0
93822,马耳他,2020/05/21,15,0
93823,马耳他,2020/05/22,1,0
93824,马耳他,2020/05/23,9,0
93825,马耳他,2020/05/24,1,0
93826,马耳他,2020/05/25,1,0
93827,马耳他,2020/05/26,0,0
93828,马耳他,2020/05/27,1,1
93829,马耳他,2020/05/28,4,0
93830,马耳他,2020/05/29,0,2
93831,马耳他,2020/05/30,2,0
93832,马耳他,2020/05/31,0,0
93833,马耳他,2020/06/01,1,0
93834,马耳他,2020/06/02,1,0
93835,马耳他,2020/06/03,2,0
93836,马耳他,2020/06/04,0,0
93837,马耳他,2020/06/05,3,0
93838,马耳他,2020/06/06,2,0
93839,马耳他,2020/06/07,2,0
93840,马耳他,2020/06/08,1,0
93841,马耳他,2020/06/09,2,0
93842,马耳他,2020/06/10,3,0
93843,马耳他,2020/06/11,5,0
93844,马耳他,2020/06/12,5,0
93845,马耳他,2020/06/13,1,0
93846,马耳他,2020/06/14,3,0
93847,马耳他,2020/06/15,1,0
93848,马耳他,2020/06/16,6,0
93849,马耳他,2020/06/17,6,0
93850,马耳他,2020/06/18,1,0
93851,马耳他,2020/06/19,0,0
93852,马耳他,2020/06/20,1,0
93853,马耳他,2020/06/21,1,0
93854,马耳他,2020/06/22,0,0
93855,马耳他,2020/06/23,0,0
93856,马耳他,2020/06/24,0,0
93857,马耳他,2020/06/25,3,0
93858,马耳他,2020/06/26,2,0
93859,马耳他,2020/06/27,0,0
93860,马耳他,2020/06/28,0,0
93861,马耳他,2020/06/29,0,0
93862,马耳他,2020/06/30,0,0
93863,马耳他,2020/07/01,1,0
93864,马耳他,2020/07/02,0,0
93865,马耳他,2020/07/03,1,0
93866,马耳他,2020/07/04,0,0
93867,马耳他,2020/07/05,0,0
93868,马耳他,2020/07/06,0,0
93869,马耳他,2020/07/07,1,0
93870,马耳他,2020/07/08,0,0
93871,马耳他,2020/07/09,1,0
93872,马耳他,2020/07/10,0,0
93873,马耳他,2020/07/11,0,0
93874,马耳他,2020/07/12,0,0
93875,马耳他,2020/07/13,0,0
93876,马耳他,2020/07/14,0,0
93877,马耳他,2020/07/15,0,0
93878,马耳他,2020/07/16,0,0
93879,马耳他,2020/07/17,0,0
93880,马耳他,2020/07/18,1,0
93881,马耳他,2020/07/19,2,0
93882,马耳他,2020/07/20,0,0
93883,马耳他,2020/07/21,0,0
93884,马耳他,2020/07/22,2,0
93885,马耳他,2020/07/23,1,0
93886,马耳他,2020/07/24,6,0
93887,马耳他,2020/07/25,0,0
93888,马耳他,2020/07/26,14,0
93889,马耳他,2020/07/27,1,0
93890,马耳他,2020/07/28,7,0
93891,马耳他,2020/07/29,12,0
93892,马耳他,2020/07/30,94,0
93893,马耳他,2020/07/31,10,0
93894,马耳他,2020/08/01,21,0
93895,马耳他,2020/08/02,15,0
93896,马耳他,2020/08/03,14,0
93897,马耳他,2020/08/04,16,0
93898,马耳他,2020/08/05,36,0
93899,马耳他,2020/08/06,20,0
93900,马耳他,2020/08/07,49,0
93901,马耳他,2020/08/08,40,0
93902,马耳他,2020/08/09,54,0
93903,马耳他,2020/08/10,23,0
93904,马耳他,2020/08/11,29,0
93905,马耳他,2020/08/12,49,0
93906,马耳他,2020/08/13,55,0
93907,马耳他,2020/08/14,31,0
93908,马耳他,2020/08/15,72,0
93909,马耳他,2020/08/16,-42,0
93910,马耳他,2020/08/17,69,0
93911,马耳他,2020/08/18,48,0
93912,马耳他,2020/08/19,47,0
93913,马耳他,2020/08/20,40,0
93914,马耳他,2020/08/21,36,1
93915,马耳他,2020/08/22,31,0
93916,马耳他,2020/08/23,35,0
93917,马耳他,2020/08/24,55,0
93918,马耳他,2020/08/25,38,0
93919,马耳他,2020/08/26,46,0
93920,马耳他,2020/08/27,37,0
93921,马耳他,2020/08/28,32,0
93922,马耳他,2020/08/29,27,0
93923,马耳他,2020/08/30,15,2
94946,毛里塔尼亚,2020/03/14,1,
94947,毛里塔尼亚,2020/03/15,0,
94948,毛里塔尼亚,2020/03/16,0,
94949,毛里塔尼亚,2020/03/17,0,
94950,毛里塔尼亚,2020/03/18,0,
94951,毛里塔尼亚,2020/03/19,1,
94952,毛里塔尼亚,2020/03/20,0,
94953,毛里塔尼亚,2020/03/21,0,
94954,毛里塔尼亚,2020/03/22,0,
94955,毛里塔尼亚,2020/03/23,0,
94956,毛里塔尼亚,2020/03/24,0,
94957,毛里塔尼亚,2020/03/25,0,
94958,毛里塔尼亚,2020/03/26,1,
94959,毛里塔尼亚,2020/03/27,0,
94960,毛里塔尼亚,2020/03/28,2,
94961,毛里塔尼亚,2020/03/29,0,
94962,毛里塔尼亚,2020/03/30,0,1
94963,毛里塔尼亚,2020/03/31,1,0
94964,毛里塔尼亚,2020/04/01,0,0
94965,毛里塔尼亚,2020/04/02,0,0
94966,毛里塔尼亚,2020/04/03,0,0
94967,毛里塔尼亚,2020/04/04,0,0
94968,毛里塔尼亚,2020/04/05,0,0
94969,毛里塔尼亚,2020/04/06,0,0
94970,毛里塔尼亚,2020/04/07,0,0
94971,毛里塔尼亚,2020/04/08,0,0
94972,毛里塔尼亚,2020/04/09,1,0
94973,毛里塔尼亚,2020/04/10,0,0
94974,毛里塔尼亚,2020/04/11,0,0
94975,毛里塔尼亚,2020/04/12,0,0
94976,毛里塔尼亚,2020/04/13,0,0
94977,毛里塔尼亚,2020/04/14,0,0
94978,毛里塔尼亚,2020/04/15,0,0
94979,毛里塔尼亚,2020/04/16,0,0
94980,毛里塔尼亚,2020/04/17,0,0
94981,毛里塔尼亚,2020/04/18,0,0
94982,毛里塔尼亚,2020/04/19,0,0
94983,毛里塔尼亚,2020/04/20,0,0
94984,毛里塔尼亚,2020/04/21,0,0
94985,毛里塔尼亚,2020/04/22,0,0
94986,毛里塔尼亚,2020/04/23,0,0
94987,毛里塔尼亚,2020/04/24,0,0
94988,毛里塔尼亚,2020/04/25,0,0
94989,毛里塔尼亚,2020/04/26,0,0
94990,毛里塔尼亚,2020/04/27,0,0
94991,毛里塔尼亚,2020/04/28,0,0
94992,毛里塔尼亚,2020/04/29,1,0
94993,毛里塔尼亚,2020/04/30,0,0
94994,毛里塔尼亚,2020/05/01,0,0
94995,毛里塔尼亚,2020/05/02,0,0
94996,毛里塔尼亚,2020/05/03,0,0
94997,毛里塔尼亚,2020/05/04,0,0
94998,毛里塔尼亚,2020/05/05,0,0
94999,毛里塔尼亚,2020/05/06,0,0
95000,毛里塔尼亚,2020/05/07,0,0
95001,毛里塔尼亚,2020/05/08,0,0
95002,毛里塔尼亚,2020/05/09,0,0
95003,毛里塔尼亚,2020/05/10,0,0
95004,毛里塔尼亚,2020/05/11,0,0
95005,毛里塔尼亚,2020/05/12,1,0
95006,毛里塔尼亚,2020/05/13,6,1
95007,毛里塔尼亚,2020/05/14,5,0
95008,毛里塔尼亚,2020/05/15,9,1
95009,毛里塔尼亚,2020/05/16,11,1
95010,毛里塔尼亚,2020/05/17,22,0
95011,毛里塔尼亚,2020/05/18,19,0
95012,毛里塔尼亚,2020/05/19,50,0
95013,毛里塔尼亚,2020/05/20,10,0
95014,毛里塔尼亚,2020/05/21,32,1
95015,毛里塔尼亚,2020/05/22,27,1
95016,毛里塔尼亚,2020/05/23,27,0
95017,毛里塔尼亚,2020/05/24,10,0
95018,毛里塔尼亚,2020/05/25,25,3
95019,毛里塔尼亚,2020/05/26,6,4
95020,毛里塔尼亚,2020/05/27,24,3
95021,毛里塔尼亚,2020/05/28,54,3
95022,毛里塔尼亚,2020/05/29,77,1
95023,毛里塔尼亚,2020/05/30,60,0
95024,毛里塔尼亚,2020/05/31,47,3
95025,毛里塔尼亚,2020/06/01,58,0
95026,毛里塔尼亚,2020/06/02,80,8
95027,毛里塔尼亚,2020/06/03,77,3
95028,毛里塔尼亚,2020/06/04,39,5
95029,毛里塔尼亚,2020/06/05,99,4
95030,毛里塔尼亚,2020/06/06,64,6
95031,毛里塔尼亚,2020/06/07,102,6
95032,毛里塔尼亚,2020/06/08,55,4
95033,毛里塔尼亚,2020/06/09,58,2
95034,毛里塔尼亚,2020/06/10,121,10
95035,毛里塔尼亚,2020/06/11,156,3
95036,毛里塔尼亚,2020/06/12,133,7
95037,毛里塔尼亚,2020/06/13,110,2
95038,毛里塔尼亚,2020/06/14,101,4
95039,毛里塔尼亚,2020/06/15,104,4
95040,毛里塔尼亚,2020/06/16,170,2
95041,毛里塔尼亚,2020/06/17,166,2
95042,毛里塔尼亚,2020/06/18,201,2
95043,毛里塔尼亚,2020/06/19,197,5
95044,毛里塔尼亚,2020/06/20,192,6
95045,毛里塔尼亚,2020/06/21,171,3
95046,毛里塔尼亚,2020/06/22,137,1
95047,毛里塔尼亚,2020/06/23,171,2
95048,毛里塔尼亚,2020/06/24,227,2
95049,毛里塔尼亚,2020/06/25,220,3
95050,毛里塔尼亚,2020/06/26,168,1
95051,毛里塔尼亚,2020/06/27,118,1
95052,毛里塔尼亚,2020/06/28,124,5
95053,毛里塔尼亚,2020/06/29,88,2
95054,毛里塔尼亚,2020/06/30,126,1
95055,毛里塔尼亚,2020/07/01,109,0
95056,毛里塔尼亚,2020/07/02,134,0
95057,毛里塔尼亚,2020/07/03,99,0
95058,毛里塔尼亚,2020/07/04,122,0
95059,毛里塔尼亚,2020/07/05,52,1
95060,毛里塔尼亚,2020/07/06,69,3
95061,毛里塔尼亚,2020/07/07,76,2
95062,毛里塔尼亚,2020/07/08,63,4
95063,毛里塔尼亚,2020/07/09,39,5
95064,毛里塔尼亚,2020/07/10,77,2
95065,毛里塔尼亚,2020/07/11,72,1
95066,毛里塔尼亚,2020/07/12,80,0
95067,毛里塔尼亚,2020/07/13,91,0
95068,毛里塔尼亚,2020/07/14,72,0
95069,毛里塔尼亚,2020/07/15,46,2
95070,毛里塔尼亚,2020/07/16,95,1
95071,毛里塔尼亚,2020/07/17,51,1
95072,毛里塔尼亚,2020/07/18,103,2
95073,毛里塔尼亚,2020/07/19,60,2
95074,毛里塔尼亚,2020/07/20,50,0
95075,毛里塔尼亚,2020/07/21,62,0
95076,毛里塔尼亚,2020/07/22,42,0
95077,毛里塔尼亚,2020/07/23,40,1
95078,毛里塔尼亚,2020/07/24,49,0
95079,毛里塔尼亚,2020/07/25,35,0
95080,毛里塔尼亚,2020/07/26,20,0
95081,毛里塔尼亚,2020/07/27,37,0
95082,毛里塔尼亚,2020/07/28,41,0
95083,毛里塔尼亚,2020/07/29,24,0
95084,毛里塔尼亚,2020/07/30,22,1
95085,毛里塔尼亚,2020/07/31,15,0
95086,毛里塔尼亚,2020/08/01,9,0
95087,毛里塔尼亚,2020/08/02,4,0
95088,毛里塔尼亚,2020/08/03,59,0
95089,毛里塔尼亚,2020/08/04,36,0
95090,毛里塔尼亚,2020/08/05,26,0
95091,毛里塔尼亚,2020/08/06,0,0
95092,毛里塔尼亚,2020/08/07,54,0
95093,毛里塔尼亚,2020/08/08,12,0
95094,毛里塔尼亚,2020/08/09,13,0
95095,毛里塔尼亚,2020/08/10,32,0
95096,毛里塔尼亚,2020/08/11,43,0
95097,毛里塔尼亚,2020/08/12,24,0
95098,毛里塔尼亚,2020/08/13,31,0
95099,毛里塔尼亚,2020/08/14,23,0
95100,毛里塔尼亚,2020/08/15,17,0
95101,毛里塔尼亚,2020/08/16,8,0
95102,毛里塔尼亚,2020/08/17,61,0
95103,毛里塔尼亚,2020/08/18,27,0
95104,毛里塔尼亚,2020/08/19,40,1
95105,毛里塔尼亚,2020/08/20,19,0
95106,毛里塔尼亚,2020/08/21,37,0
95107,毛里塔尼亚,2020/08/22,9,0
95108,毛里塔尼亚,2020/08/23,11,0
95109,毛里塔尼亚,2020/08/24,23,0
95110,毛里塔尼亚,2020/08/25,32,0
95111,毛里塔尼亚,2020/08/26,17,0
95112,毛里塔尼亚,2020/08/27,16,0
95113,毛里塔尼亚,2020/08/28,19,0
95114,毛里塔尼亚,2020/08/29,0,0
95115,毛里塔尼亚,2020/08/30,4,1
95656,毛里求斯,2020/03/18,3,
95657,毛里求斯,2020/03/19,0,
95658,毛里求斯,2020/03/20,4,
95659,毛里求斯,2020/03/21,5,
95660,毛里求斯,2020/03/22,2,
95661,毛里求斯,2020/03/23,10,
95662,毛里求斯,2020/03/24,12,
95663,毛里求斯,2020/03/25,6,2
95664,毛里求斯,2020/03/26,6,0
95665,毛里求斯,2020/03/27,34,0
95666,毛里求斯,2020/03/28,12,0
95667,毛里求斯,2020/03/29,8,0
95668,毛里求斯,2020/03/30,5,0
95669,毛里求斯,2020/03/31,18,1
95670,毛里求斯,2020/04/01,18,2
95671,毛里求斯,2020/04/02,11,0
95672,毛里求斯,2020/04/03,17,2
95673,毛里求斯,2020/04/04,15,0
95674,毛里求斯,2020/04/05,10,0
95675,毛里求斯,2020/04/06,31,0
95676,毛里求斯,2020/04/07,17,0
95677,毛里求斯,2020/04/08,24,0
95678,毛里求斯,2020/04/09,5,0
95679,毛里求斯,2020/04/10,41,0
95680,毛里求斯,2020/04/11,4,2
95681,毛里求斯,2020/04/12,1,0
95682,毛里求斯,2020/04/13,5,0
95683,毛里求斯,2020/04/14,0,0
95684,毛里求斯,2020/04/15,0,0
95685,毛里求斯,2020/04/16,0,0
95686,毛里求斯,2020/04/17,0,0
95687,毛里求斯,2020/04/18,0,0
95688,毛里求斯,2020/04/19,1,0
95689,毛里求斯,2020/04/20,3,0
95690,毛里求斯,2020/04/21,0,0
95691,毛里求斯,2020/04/22,0,0
95692,毛里求斯,2020/04/23,1,0
95693,毛里求斯,2020/04/24,2,0
95694,毛里求斯,2020/04/25,0,0
95695,毛里求斯,2020/04/26,0,0
95696,毛里求斯,2020/04/27,1,0
95697,毛里求斯,2020/04/28,0,0
95698,毛里求斯,2020/04/29,0,1
95699,毛里求斯,2020/04/30,0,0
95700,毛里求斯,2020/05/01,0,0
95701,毛里求斯,2020/05/02,0,0
95702,毛里求斯,2020/05/03,0,0
95703,毛里求斯,2020/05/04,0,0
95704,毛里求斯,2020/05/05,0,0
95705,毛里求斯,2020/05/06,0,0
95706,毛里求斯,2020/05/07,0,0
